6,23:26,123,16001
6,23:26,123,None
6,23:27,123,16001
6,23:27,123,None
6,23:28,123,16001
6,23:28,123,None
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:29,123,16001
6,23:29,123,None
6,23:26,123,16001
6,23:26,123,None
6,23:27,123,16001
6,23:27,123,None
6,23:28,123,16001
6,23:28,123,None
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:29,123,16001
6,23:29,123,None
6,23:26,123,16001
6,23:26,123,None
6,23:27,123,16001
6,23:27,123,None
6,23:28,123,16001
6,23:28,123,None
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:27,123,16001
6,23:29,123,16001
6,23:29,123,None
6,23:30,123,16001
6,23:30,123,None
6,23:31,123,16001
6,23:31,123,None
